categroy,people,datetime,name,address
产品/项目类,1,2018-04-27,23671-企鹅号渠道外发（北京）,北京
产品/项目类,1,2018-04-27,26787-平台合作收入管理产品运营经理,深圳
产品/项目类,1,2018-04-27,MIG09-浏览器视频运营经理（深圳）,深圳
技术类,1,2018-04-27,25928-高级PC客户端开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,21882-产品运营经理（医疗）,深圳
产品/项目类,1,2018-04-27,21882-产品运营经理（医疗）,北京
市场类,1,2018-04-27,SNG16-腾讯音乐娱乐营销方向品牌经理（深圳）,深圳
技术类,1,2018-04-27,20503-AI终端应用开发工程师（上海）,上海
内容编辑类,1,2018-04-27,策划运营编辑,北京
产品/项目类,2,2018-04-27,SA-腾讯社交广告高级数据产品经理（微信广告 深圳）,深圳
设计类,1,2018-04-27,WXG06-411 微信支付高级品牌设计师（深圳）,深圳
市场类,1,2018-04-27,23873-PMO Director,深圳
产品/项目类,1,2018-04-27,26381-OTA 运营经理（北京）,北京
产品/项目类,3,2018-04-27,SD9-MMORPG剧情/任务游戏策划（深圳）,深圳
市场类,1,2018-04-27,19511-腾讯游戏战略分析经理（深圳）,深圳
设计类,1,2018-04-27,15616-高级原画设计师（上海）,上海
设计类,1,2018-04-27,17229-斯巴达2D原画设计师（深圳）,深圳
技术类,2,2018-04-27,15614-SLG手游后台开发工程师（上海）,上海
设计类,1,2018-04-27,25924-游戏视觉设计师（深圳）,深圳
产品/项目类,2,2018-04-27,15573-SLG手游资深策划（上海）,上海
产品/项目类,2,2018-04-27,SA-腾讯社交广告SMB产品运营经理（深圳）,深圳
市场类,1,2018-04-27,22989-企点电话销售高级经理（上海）,上海
设计类,1,2018-04-27,SD9-高级3D角色建模师（深圳）,深圳
职能类,1,2018-04-27,21530-腾讯音乐集团组织发展经理（深圳）,深圳
技术类,1,2018-04-27,WXG02-133 微信资源优化架构师（广州）,广州
技术类,1,2018-04-27,WXG02-微信业务运营后台开发工程师（广州）,广州
技术类,1,2018-04-27,WXG02-113 微信大数据中心后台开发工程师（广州）,广州
职能类,1,2018-04-27,TEG-HRBP（深圳）,深圳
技术类,2,2018-04-27,SD3-互娱后台开发工程师(深圳),深圳
技术类,2,2018-04-27,SD3-游戏客户端开发工程师（深圳）,深圳
技术类,1,2018-04-27,WXG02-133 微信支付高级运维工程师（深圳）,深圳
技术类,1,2018-04-27,WXG02-133 微信推荐高级运维工程师（广州）,广州
技术类,1,2018-04-27,WXG02-133 微信小程序高级运维工程师（广州）,广州
技术类,1,2018-04-27,WXG02-133 微信小游戏高级运维工程师（广州/深圳）,深圳
市场类,2,2018-04-27,18432-高级金融合作经理（深圳）,深圳
产品/项目类,1,2018-04-27,23874-游戏评测方向游戏策划（深圳）,深圳
设计类,1,2018-04-27,22086-体育电商设计（北京）,北京
技术类,1,2018-04-27,SD3-游戏客户端开发工程师（深圳）,深圳
产品/项目类,3,2018-04-27,SD9-刺激战场核心体验游戏策划（深圳）,深圳
产品/项目类,3,2018-04-27,SD9-刺激战场商业化游戏策划（深圳）,深圳
产品/项目类,3,2018-04-27,SD9-刺激战场关卡玩法设计游戏策划（深圳）,深圳
产品/项目类,3,2018-04-27,SD9-MMORPG职业/战斗游戏策划（深圳）,深圳
产品/项目类,3,2018-04-27,SD9-MMORPG关卡/活动游戏策划（深圳）,深圳
产品/项目类,2,2018-04-27,17520-体育游戏运营(深圳),深圳
技术类,1,2018-04-27,WXG02-141 微信运维安全架构师（广州）,广州
产品/项目类,1,2018-04-27,SD9-RPG手游数据分析(深圳),深圳
技术类,2,2018-04-27,MIG03-高级测试工程师（上海）,上海
技术类,2,2018-04-27,MIG15-后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,23048-浏览器客户端开发工程师（北京）,北京
技术类,1,2018-04-27,WXG02-112 微信技术运营高级工程师（广州/深圳）,深圳
技术类,2,2018-04-27,18425-数据分析建模高级工程师（深圳）,深圳
产品/项目类,2,2018-04-27,WXG10-213 企业微信高级行业应用经理（广州）,广州
产品/项目类,2,2018-04-27,SNG08-微视产品运营（深圳）,深圳
职能类,1,2018-04-27,S2-WXG风控管理（深圳）,深圳
技术类,1,2018-04-27,23671-数据开发工程师（北京）,北京
技术类,3,2018-04-27,22989-腾讯云SDN/NFV网络虚拟化研发工程师（深圳）（北京）,深圳
产品/项目类,1,2018-04-27,WXG10-221 企业微信产品策划经理（广州）,广州
技术类,1,2018-04-27,22989-腾讯云网络研发方案架构师（深圳）（北京）,深圳
技术类,5,2018-04-27,22989-腾讯云网络后台研发工程师（深圳）,深圳
技术类,1,2018-04-27,WXG03-143 微信开放平台后台安全策略工程师（广州）,广州
产品/项目类,2,2018-04-27,SA-腾讯社交广告公众号广告产品经理（微信广告 深圳）,深圳
产品/项目类,2,2018-04-27,SA-腾讯社交广告支撑系统产品经理（微信广告 深圳）,深圳
职能类,1,2018-04-27,MIG08-财务经理（子公司）,广州
市场类,1,2018-04-27,21087-（高级）战略规划/市场分析经理（深圳）,深圳
产品/项目类,2,2018-04-27,18425-境内核心支付产品策划经理（深圳）,深圳
设计类,2,2018-04-27,MIG03-应用宝交互设计师（深圳）,深圳
技术类,5,2018-04-27,22989-硬件开发工程架构师（深圳）,深圳
技术类,2,2018-04-27,25927-游戏测试经理（成都）,成都
技术类,1,2018-04-27,MIG18-开放平台前端开发工程师（深圳）,深圳
技术类,2,2018-04-27,TEG03-自然语言处理高级工程师（深圳）,深圳
技术类,1,2018-04-27,25924-安卓客户端开发高级工程师（上海）,上海
技术类,1,2018-04-27,MIG08-Android客户端开发（广州）,广州
职能类,1,2018-04-27,18914-秘书,深圳
产品/项目类,1,2018-04-27,18302-LBS手游资深系统策划,深圳
产品/项目类,1,2018-04-27,18302-LBS手游关卡策划,深圳
产品/项目类,1,2018-04-27,18302-LBS手游数值策划,深圳
产品/项目类,1,2018-04-27,18302-LBS手游文案策划,深圳
技术类,5,2018-04-27,25927-游戏测试经理（深圳）,深圳
产品/项目类,1,2018-04-27,18302-剑灵IP手游助理制作人,深圳
技术类,1,2018-04-27,25927-游戏高级测试开发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG11-数据挖掘高级工程师（深圳）,深圳
职能类,1,2018-04-27,EC-高级品牌经理（深圳）,深圳
职能类,1,2018-04-27,IEG-招聘经理（深圳）,深圳
技术类,1,2018-04-27,GY0-JOOX Andriod/ iOS开发工程师（深圳）,深圳
市场类,1,2018-04-27,22968-华南食品饮料行业策划经理（广州）,广州
产品/项目类,1,2018-04-27,TEG12-项目管理经理（深圳）,深圳
技术类,1,2018-04-27,25923-DevOps开发工程师（深圳）,深圳
技术类,1,2018-04-27,20503-基础研究总监（上海）,上海
技术类,2,2018-04-27,22989-人工智能算法专家（图像／视频方向）（深圳/成都/上海/北京）,深圳
技术类,2,2018-04-27,22989-人工智能算法专家（NLP方向）（深圳/成都/上海/北京）,深圳
设计类,1,2018-04-27,15611-设计师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-数据产品经理,深圳
产品/项目类,1,2018-04-27,25928-游戏公共技术项目经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点时尚垂类运营（深圳）,深圳
技术类,4,2018-04-27,15602-后台开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,15573-新侠风MMORPG资深数值策划（上海）,上海
产品/项目类,1,2018-04-27,25663-深度定制云高级行业运营经理（深圳）,深圳
内容编辑类,1,2018-04-27,22851-腾讯时尚原创版权编辑（北京）,北京
设计类,2,2018-04-27,15605-资深UE4技术美术(深圳),深圳
设计类,1,2018-04-27,15605-高级3D场景设计师(深圳),深圳
设计类,1,2018-04-27,15605-高级3D角色设计师(深圳),深圳
设计类,1,2018-04-27,15605-高级3D动画设计师(深圳),深圳
技术类,2,2018-04-27,TEG02-运营开发工程师（深圳）,深圳
技术类,1,2018-04-27,19332-高级PHP开发工程师（上海）,上海
产品/项目类,1,2018-04-27,21087-移动游戏平台合作(深圳）,深圳
技术类,1,2018-04-27,24491-王者荣耀全球版-移动客户端开发工程师（深圳）,深圳
市场类,1,2018-04-27,19116-商务策略经理（深圳）,深圳
市场类,2,2018-04-27,23872-平台商务高级经理,深圳
设计类,1,2018-04-27,OMG097-交互设计师（北京）,北京
内容编辑类,1,2018-04-27,17759-合同管理专员,北京
产品/项目类,1,2018-04-27,21309-腾讯课堂公考类目经理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG08-211 微信搜一搜资讯内容运营经理（广州）,广州
产品/项目类,1,2018-04-27,25663-智慧零售业务中心总监（深圳）,深圳
产品/项目类,1,2018-04-27,18402-移动游戏平台运营,深圳
产品/项目类,1,2018-04-27,18302-新动作手游资深系统策划（深圳）,深圳
产品/项目类,2,2018-04-27,GY0-JOOX音乐产品策划（深圳）,深圳
技术类,1,2018-04-27,SNG06-手Q个性化产品iOS开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18402-MMORPG手游本地化&商业化策划（深圳）,深圳
技术类,1,2018-04-27,MIG03-AI评价优化高级工程师（北京）,北京
技术类,1,2018-04-27,15569-后台开发工程师（深圳）,深圳
技术类,2,2018-04-27,25663-游戏云业务高级运维工程师（深圳）,深圳
技术类,1,2018-04-27,MIG12-技术运营工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18302-新动作手游关卡策划（深圳）,深圳
内容编辑类,1,2018-04-27,SNG06-QQ动漫社区音视频内容运营经理（深圳）,深圳
技术类,3,2018-04-27,20503-自动驾驶研发工程师,深圳
技术类,1,2018-04-27,20503-业务发展总监（上海）,上海
产品/项目类,1,2018-04-27,SNG08-微视产品策划,深圳
产品/项目类,2,2018-04-27,SNG08-推荐算法产品经理,深圳
技术类,1,2018-04-27,25928-PHP开发工程师（深圳）,深圳
设计类,2,2018-04-27,15573-新侠风MMORPG 3D场景美术设计师（上海）,上海
技术类,1,2018-04-27,22090-视频播放质量测试工程师（深圳）,深圳
设计类,1,2018-04-27,15605-高级3D特效设计师(深圳),深圳
设计类,1,2018-04-27,24012-视觉设计师（深圳）,深圳
设计类,1,2018-04-27,24012-UI设计师（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告推荐算法与系统工程师（北京）,北京
技术类,1,2018-04-27,SA-腾讯社交广告数据分析工程师（北京）,北京
产品/项目类,1,2018-04-27,18402-移动游戏市场策划（深圳）,深圳
产品/项目类,1,2018-04-27,18402-MMORPG手游数据分析（深圳）,深圳
产品/项目类,1,2018-04-27,23516-移动游戏运营PM（深圳）,深圳
设计类,1,2018-04-27,OMG097-视觉设计师（北京）,北京
产品/项目类,1,2018-04-27,SNG16-QQ音乐开放平台产品策划（深圳）,深圳
产品/项目类,1,2018-04-27,20503-优图高级产品经理-行业应用（上海）,上海
内容编辑类,1,2018-04-27,SNG06-QQ动漫资深内容运营经理（深圳）,深圳
内容编辑类,1,2018-04-27,SNG06-QQ动漫内容运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,MIG06-硬件产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,MIG09-浏览器游戏平台运营经理,深圳
内容编辑类,2,2018-04-27,SNG08-微视KOL拓展运营经理（深圳）,深圳
产品/项目类,2,2018-04-27,SNG08-微视推荐算法产品经理,深圳
技术类,1,2018-04-27,MIG12-技术运营工程师,深圳
设计类,2,2018-04-27,15611-3D角色设计师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-手Q动漫高级项目经理（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告广告服务端Java开发工程师（深圳）,深圳
技术类,1,2018-04-27,25926-NLP算法工程师（深圳）,深圳
技术类,2,2018-04-27,SNG11-推荐/精准营销系统工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG09-QQ浏览器赛事运营经理,深圳
技术类,1,2018-04-27,SNG08-后台台开发工程师,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌个性化推荐产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌直播营收产品策划（深圳）,深圳
技术类,2,2018-04-27,17520-U3D手游客户端开发工程师(深圳),深圳
技术类,2,2018-04-27,17520-U3D手游客户端开发工程师(深圳),深圳
技术类,2,2018-04-27,SNG11-业务运维工程师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG01-QQ音视频高级产品经理（深圳）,深圳
技术类,1,2018-04-27,15583-HTML5小游戏开发工程师(深圳),深圳
产品/项目类,1,2018-04-27,SNG04-看点互动社区类产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点用户增长产品策划经理（深圳）,深圳
产品/项目类,2,2018-04-27,SNG04-看点高级数据分析产品经理（深圳）,深圳
技术类,2,2018-04-27,SNG11-推荐/精准营销系统工程师（深圳）,深圳
技术类,3,2018-04-27,19867-游戏客户端开发工程师（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告日志平台团队组长（北京）,北京
技术类,2,2018-04-27,22989-腾讯云企业业务中心前端研发工程师（深圳）,深圳
技术类,3,2018-04-27,WXG08-122 微信推荐算法开发工程师（北京）,北京
技术类,6,2018-04-27,SNG11-人工智能研究员（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点综合功能类高级产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点高级产品经理（策划）-策略推荐类,深圳
职能类,1,2018-04-27,S2-IEG财务管理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-QQ会员产品运营经理（深圳）,深圳
职能类,1,2018-04-27,S2-税务管理(广州),广州
产品/项目类,1,2018-04-27,WXG04-211 微信游戏资源运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG04-212 微信游戏社交产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG04-211 微信游戏数据产品经理（深圳）,深圳
技术类,2,2018-04-27,MIG03-Web前端开发（深圳）,深圳
市场类,1,2018-04-27,HY5-互娱欧美商务经理（欧美重点客户）,深圳
技术类,1,2018-04-27,15851-游戏后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG09-QQ浏览器前端开发工程师,北京
产品/项目类,1,2018-04-27,SNG04-看点短视频类高级产品策划经理（深圳）,深圳
,1,2018-04-27,14914-医疗产品公关经理,深圳
技术类,1,2018-04-27,20718-精准推荐高级工程师（深圳）,深圳
市场类,1,2018-04-27,23872-(Senior) Strategy Analysis Manager,深圳
职能类,1,2018-04-27,XZ-行政拓展经理,深圳
职能类,1,2018-04-27,20765-政府及公共事务经理（深圳）,深圳
市场类,1,2018-04-27,22968-本土日化服饰用品销售,深圳
设计类,1,2018-04-27,14914-高级品牌创意经理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-移动游戏高级运营经理(深圳）,深圳
,1,2018-04-27,SA-智慧零售高级市场传播经理（深圳）,深圳
设计类,1,2018-04-27,MIG03-UI视觉设计师（APP）,深圳
技术类,1,2018-04-27,MIG16-自动驾驶仿真模拟系统-虚幻引擎工程师,北京
技术类,2,2018-04-27,15851-FPS游戏专项技术测试（深圳）,深圳
产品/项目类,1,2018-04-27,15851-游戏音频师（深圳）,深圳
技术类,1,2018-04-27,15851-游戏人工智能研究员（深圳）,深圳
职能类,1,2018-04-27,IEG-HRBP（深圳）,深圳
职能类,1,2018-04-27,CB-健康顾问（北京）,北京
技术类,1,2018-04-27,MIG04-数据分析师（深圳）,深圳
产品/项目类,1,2018-04-27,18432-金融理财产品高级运营经理,深圳
技术类,1,2018-04-27,15851-游戏后台开发工程师（深圳）,深圳
技术类,2,2018-04-27,15851-游戏图形渲染开发工程师（深圳）,深圳
技术类,3,2018-04-27,15851-游戏测试工程师（深圳）,深圳
内容编辑类,2,2018-04-27,20772-企鹅影视艺人合作经理（北京）,北京
技术类,1,2018-04-27,OMG064-广告投放引擎后台开发工程师（上海）,上海
设计类,1,2018-04-27,16811-授权业务平面设计师,北京
技术类,1,2018-04-27,OMG064-广告算法工程师（上海）,上海
产品/项目类,1,2018-04-27,15575-《圣斗士星矢》世界观策划（成都）,成都
产品/项目类,1,2018-04-27,15575-《圣斗士星矢》战斗策划（成都）,成都
产品/项目类,1,2018-04-27,15575-天美L1预研海外手游世界观策划（成都）,成都
技术类,1,2018-04-27,SNG11-iOS安全高级工程师（深圳）,深圳
市场类,1,2018-04-27,23294-互娱移动游戏渠道营销拓展渠道经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌造星经纪人（深圳）,深圳
,2,2018-04-27,23295-互娱游戏传播经理（深圳）,深圳
技术类,2,2018-04-27,OMG064-广告数据挖掘与算法工程师（上海）,上海
技术类,1,2018-04-27,OMG064-应用开发工程师（北京）,北京
产品/项目类,1,2018-04-27,SNG04-看点萌宠垂类运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点科技垂类运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点话题运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点push运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点视频运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点内容运营（深圳）,深圳
技术类,2,2018-04-27,TEG03-大数据服务测试工程师（深圳）,深圳
职能类,1,2018-04-27,18924-行政秘书（北京）,北京
产品/项目类,1,2018-04-27,SNG03-数据分析经理（深圳）,深圳
技术类,2,2018-04-27,25925-大数据开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点搞笑垂类运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG04-看点星座情感垂类运营（深圳）,深圳
产品/项目类,2,2018-04-27,MIG09-QQ浏览器摄像头AR项目高级产品经理,深圳
技术类,1,2018-04-27,WXG07-115 web前端研发工程师（广州）,广州
产品/项目类,1,2018-04-27,WXG01-212 海外产品策划经理,广州
产品/项目类,1,2018-04-27,SNG02-腾讯云大数据应用产品经理（深圳）,深圳
技术类,2,2018-04-27,SNG02-流媒体后台高级开发工程师（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云高级虚拟化研发工程师（深圳）,深圳
职能类,1,2018-04-27,18924-行政秘书（上海）,上海
技术类,1,2018-04-27,SNG07-微视高级测试工程师（深圳）,深圳
技术类,1,2018-04-27,MIG09-浏览器综合资讯后台开发工程师,深圳
技术类,3,2018-04-27,22989-物联网高级后台研发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,WXG01-212 产品策划经理,广州
技术类,1,2018-04-27,20718-销售系统后台开发（深圳）,深圳
市场类,1,2018-04-27,19116-互联网+医疗培训经理（深圳）,深圳
市场类,1,2018-04-27,SNG16-腾讯音乐广告策略营销经理（上海）,上海
设计类,1,2018-04-27,18796-UI开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云物联网高级产品运营,深圳
技术类,1,2018-04-27,TEG06-高级应用开发工程师（深圳）,深圳
技术类,6,2018-04-27,25663-腾讯云通用行业架构师（深圳/上海/成都）,深圳
产品/项目类,2,2018-04-27,21087-游戏版本管理（深圳）,深圳
产品/项目类,2,2018-04-27,21087-手游社区运营（深圳）,深圳
技术类,2,2018-04-27,SNG08-天天P图Android开发工程师（上海）,上海
技术类,1,2018-04-27,SNG08-社交平台iOS开发工程师（上海）,上海
技术类,3,2018-04-27,15614-高级移动客户端开发工程师（上海）,上海
市场类,1,2018-04-27,19116-互联网+高校生态合作经理（北京）,北京
技术类,2,2018-04-27,SA-腾讯社交广告高级后台开发工程师（微信广告 深圳）,深圳
技术类,2,2018-04-27,SA-腾讯社交广告排序算法研究员（微信广告 深圳）,深圳
内容编辑类,1,2018-04-27,SNG08-微视商务合作高级经理（深圳）,深圳
技术类,2,2018-04-27,15570-FPS手游高级引擎开发工程师（深圳）,深圳
技术类,2,2018-04-27,15570-FPS手游客户端开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云物联网高级产品架构师（深圳）,深圳
职能类,1,2018-04-27,26833-组织发展高级经理（深圳）,深圳
产品/项目类,1,2018-04-27,16810-动漫衍生品业务产品经理,深圳
技术类,3,2018-04-27,19116-校园产品Web后台开发（深圳）,深圳
市场类,1,2018-04-27,SNG16-腾讯音乐商业拓展（上海）,上海
设计类,2,2018-04-27,21062-互娱高级游戏动画特效设计（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云物联网高级产品策划（深圳）,深圳
设计类,1,2018-04-27,23296-互娱高级交互设计师（深圳）,深圳
技术类,2,2018-04-27,23294-互娱手游电竞后台开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,24491-王者荣耀全球版-本地化PM（深圳）,深圳
产品/项目类,2,2018-04-27,21087-手游推广与合作（深圳）,深圳
技术类,1,2018-04-27,21062-互娱游戏客户端开发高级工程师（深圳）,深圳
设计类,1,2018-04-27,21062-互娱高级游戏技术美术（深圳）,深圳
设计类,1,2018-04-27,21062-互娱高级游戏3D美术（深圳）,深圳
内容编辑类,4,2018-04-27,SNG08-微视达人运营,深圳
产品/项目类,1,2018-04-27,25663-腾讯云AI行业方案专家（北京）,北京
技术类,1,2018-04-27,MIG08-嵌入式软件开发工程师(上海)(腾讯WiFi管家),上海
设计类,1,2018-04-27,MIG03-车联网交互设计师,北京
产品/项目类,1,2018-04-27,15570-御龙在天端游数据分析（深圳）,深圳
设计类,2,2018-04-27,15614-天刀UI视觉设计师(上海）,上海
内容编辑类,3,2018-04-27,SNG08-微视MCN/达人运营经理,深圳
内容编辑类,3,2018-04-27,SNG08-微视垂类运营经理,深圳
内容编辑类,2,2018-04-27,SNG08-微视短视频创意研发经理,深圳
产品/项目类,1,2018-04-27,SNG08-微视广告渠道运营经理,深圳
产品/项目类,1,2018-04-27,21087-内容类资深产品运营（深圳）,深圳
产品/项目类,1,2018-04-27,21087-内容类游戏策划（深圳）,深圳
技术类,1,2018-04-27,OMG097-web前端开发（北京）,北京
产品/项目类,1,2018-04-27,21228-集换式卡牌游戏运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,15570-御龙在天端游运营商业化策划（深圳）,深圳
设计类,2,2018-04-27,15614-天刀3D游戏动画设计师1（上海）,上海
设计类,1,2018-04-27,15614-天刀3D角色设计师(上海）,上海
市场类,1,2018-04-27,22968-华北金融行业广告销售经理,北京
产品/项目类,1,2018-04-27,15614-天刀手游商业化运营（上海）,上海
内容编辑类,2,2018-04-27,26564-移动游戏社区内容运营(深圳）,深圳
设计类,1,2018-04-27,21062-互娱高级游戏概念设计（深圳）,深圳
技术类,1,2018-04-27,OMG097-运营规划高级工程师（深圳）,深圳
技术类,1,2018-04-27,OMG097-后台开发高级工程师（深圳）,深圳
产品/项目类,1,2018-04-27,21228-炫舞手游活动策划(深圳),深圳
产品/项目类,1,2018-04-27,21228-女性向游戏运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,21228-体育类游戏运营经理（深圳）,深圳
产品/项目类,2,2018-04-27,22989-腾讯云高级产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,23296-互娱游戏用研社区产品经理（深圳）,深圳
市场类,2,2018-04-27,OMG192-腾讯广告渠道销售经理（广州）,广州
产品/项目类,1,2018-04-27,21087-内容编辑（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-微视版本推广运营经理,深圳
产品/项目类,1,2018-04-27,MIG08-产品经理(上海)(腾讯WiFi管家),上海
设计类,2,2018-04-27,SA-腾讯社交广告前端UI工程师（微信广告 深圳）,深圳
产品/项目类,1,2018-04-27,16175-海外客服管理,深圳
内容编辑类,3,2018-04-27,SNG08-微视功能运营经理,深圳
内容编辑类,3,2018-04-27,SNG08-微视项目新媒体运营经理,深圳
内容编辑类,3,2018-04-27,SNG08-微视用户运营经理,深圳
内容编辑类,2,2018-04-27,SNG08-微视内容运营高级经理,深圳
职能类,1,2018-04-27,S2-财务流程管理经理,深圳
职能类,1,2018-04-27,CDG-职业发展经理（深圳）,深圳
产品/项目类,1,2018-04-27,18432-策略分析师,深圳
产品/项目类,1,2018-04-27,XN-竞猜平台产品运营经理,深圳
市场类,3,2018-04-27,OMG153-高级商业分析师,北京
产品/项目类,1,2018-04-27,EC-教育平台产品经理（深圳）,深圳
设计类,1,2018-04-27,18796-WeGame平台交互设计师（深圳）,深圳
技术类,1,2018-04-27,MIG03-AI评价优化高级工程师（武汉）,武汉
市场类,1,2018-04-27,19116-互联网+医疗联络经理（深圳）,深圳
技术类,1,2018-04-27,22989-大数据平台研发工程师,北京
市场类,1,2018-04-27,OMG08-内容营销经理（北京）,北京
技术类,2,2018-04-27,22834-腾讯音乐后台开发工程师（深圳）,深圳
设计类,1,2018-04-27,15851-绝地求生：刺激战场-FPS游戏3D角色设计师(深圳),深圳
技术类,1,2018-04-27,MIG08-Android开发（北京）,北京
产品/项目类,2,2018-04-27,TEG06-行业应用产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,21087-移动游戏市场推广（深圳）,深圳
产品/项目类,1,2018-04-27,15851-游戏研发项目管理（深圳）,深圳
职能类,1,2018-04-27,MIG-HRBP（深圳）,深圳
产品/项目类,1,2018-04-27,22989-黑石产品经理（深圳）,深圳
技术类,2,2018-04-27,22834-腾讯音乐web前端开发工程师（深圳）,深圳
设计类,2,2018-04-27,22834-腾讯音乐品牌视觉设计师（北京）,北京
技术类,1,2018-04-27,TEG03-后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG12-数据中心经理（上海）,上海
技术类,1,2018-04-27,18796-后台研发（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云黑石交付架构师（深圳）,深圳
技术类,3,2018-04-27,22989-云计算研发工程师（深圳）,深圳
技术类,2,2018-04-27,22989-云计算研发工程师（北京）,北京
产品/项目类,1,2018-04-27,SNG01-TIM产品版本运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,22850-腾讯视频VIP会员渠道运营经理（北京）,北京
技术类,1,2018-04-27,SNG06-企鹅电竞高级Web前端工程师（深圳）,深圳
设计类,3,2018-04-27,15687-高级游戏技术美术（深圳）,深圳
技术类,3,2018-04-27,17520-互娱后台开发工程师(深圳）,深圳
技术类,2,2018-04-27,17520-游戏后台开发工程师(深圳）,深圳
技术类,1,2018-04-27,SNG17-QQ运动后台开发(深圳),深圳
产品/项目类,2,2018-04-27,SNG06-企鹅电竞高级产品策划（深圳）,深圳
技术类,1,2018-04-27,OMG097-后台开发高级工程师（深圳）,深圳
技术类,2,2018-04-27,17229-SLG游戏前台开发工程师(深圳),深圳
技术类,1,2018-04-27,GH-运维工程师（深圳）,深圳
技术类,1,2018-04-27,HY6-运营开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,17520-互娱项目经理(深圳）,深圳
技术类,1,2018-04-27,MIG07-策略安全工程师（北京）,北京
技术类,2,2018-04-27,20503-AI解决方案研发工程师（上海）,上海
技术类,1,2018-04-27,SNG08-社交平台Android开发工程师（上海）,上海
技术类,1,2018-04-27,SNG11-高级客户端安全工程师（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点搜索后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告运营开发工程师（北京）,北京
技术类,1,2018-04-27,SNG02-数据挖掘工程师（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云域名产品研发工程师,深圳
产品/项目类,2,2018-04-27,22989-腾讯云域名产品经理,深圳
市场类,1,2018-04-27,25666-金融云商务拓展经理（北京）,北京
技术类,1,2018-04-27,MIG07-杀毒引擎开发高级工程师（北京）,北京
技术类,1,2018-04-27,MIG07-安全分析工程师,北京
技术类,1,2018-04-27,MIG08-区块链高级工程师（北京）,北京
市场类,1,2018-04-27,24012-商业分析经理,深圳
市场类,1,2018-04-27,26381-文旅业务市场运营经理,北京
市场类,1,2018-04-27,26381-文旅业务内容运营经理,北京
技术类,1,2018-04-27,SA-腾讯社交广告广告服务端Java开发工程师（研发中心）（北京）,北京
技术类,1,2018-04-27,SA-腾讯社交广告运营开发工程师（深圳）,深圳
